product_name,energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,ingredients_from_palm_oil_n,nutrition_grade
Mung Dal,2108.0,1.0,17.5,8.0,22.7,135.0,54.0,,54.0,,,,,,,,,0.0,,e
Plain Bagels,1140.0,5.5,2.5,0.8,9.2,0.61,0.244,3.3,49.5,,,,,,,,3.0,2.0,0.0,c
Danone max,213.0,7.0,1.0,0.7,1.3,0.0,0.0,,9.2,,,,,0.055,0.001,,,0.0,,not-applicable
Thin-Sliced Organic Bread,1249.84,10.71,3.57,0.0,10.71,0.9375,0.375,10.71,50.0,0.0,0.0,,,0.07143,0.00290322580645161,0.21429,4.0,0.0,0.0,b
Secret d'arômes plein sud,968.0,19.0,7.4,2.5,16.0,44.6,17.84,5.8,23.0,,,,,,,,4.0,3.0,0.0,e
Houmous bio,1249.4,0.9,26.6,3.5,7.6,0.9,0.36,,8.0,,,,,,,,3.0,2.0,0.0,c
Flocons d'avoine,1566.0,0.7,7.0,1.3,14.0,0.01,0.004,10.0,59.0,,,,,,,,1.0,0.0,0.0,a
Rye and Mixed Seed Sourdough Bread,1321.2,4.8,8.6,0.8,8.6,0.39,0.624,13.6,44.0,,,,,,,,3.0,1.0,0.0,a
Kichererbsen,491.0,1.2,2.4,0.5,6.3,0.6,0.0004,7.6,15.0,,,,,,,,3.0,0.0,0.0,a
Galette Épeautre Son d'Avoine,1563.0,0.7,2.9,0.6,17.0,0.2,0.08,9.8,64.0,,,,,,,,3.0,0.0,0.0,a
Pringles Original,2203.0,0.9,31.0,3.0,6.2,1.0,0.4,4.1,54.0,1.0,,,,,,,4.0,2.0,0.0,d
Yogur estilo griego natural,539.0,3.9,10.8,6.7,,,,0.12,3.9,,,,,,,,3.0,0.0,0.0,unknown
Sauce apéritif Guacamole,321.0,3.0,3.2,0.6,1.7,0.85,0.34,1.5,9.5,,,,,,,,4.0,5.0,0.0,b
pringles hot & spicy,2175.0,2.4,30.0,2.9,6.6,1.1,0.44,4.3,54.0,,,,,,,,4.0,3.0,0.0,d
Yogur griego ligero,254.0,0.0,2.0,1.4,5.8,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.12,0.0,0.0,4.0,0.0,0.0,a
HIPRO Saveur Vanille-Cookie,246.0,5.1,0.4,0.3,8.3,0.17,0.068,,5.3,,,,,0.175,,,4.0,7.0,0.0,not-applicable
Fromage blanc,318.5,3.7,3.6,2.4,7.2,0.1,0.04,,3.7,,,,,0.18,,,3.0,0.0,0.0,b
Emmental râpé,1532.0,0.5,29.0,21.0,27.0,0.83,0.332,0.5,0.5,,,,,1.0,,,3.0,0.0,0.0,d
Quaker Cruesli Chocolat noisette,1847.0,16.0,16.0,2.5,7.4,0.0,0.0,10.0,62.0,,,,,,0.0021,,4.0,3.0,0.0,c
4 Röstis de légumes et cheddar,491.0,1.9,6.2,2.7,3.9,0.4,0.16,2.4,10.0,,,,,,,,3.0,0.0,0.0,b
kelloggs corn flakes,1604.3,8.0,0.9,0.2,7.0,1.1,0.44,3.0,84.0,,,,,,,,3.0,0.0,,d
Atún claro en aceite de oliva,1485.3,0.5,31.0,4.6,19.0,0.54,0.354,,0.9,,0.0193,,0.001,0.005,0.0005,0.185,3.0,0.0,0.0,c
Lays,2141.0,0.5,29.0,2.1,6.2,0.65,0.26,5.2,55.0,,,,,,,,3.0,4.0,0.0,c
TAM THON - Huile,966.0,0.0,14.2,0.001,25.8,1.0,0.4,0.0,0.0,,,,,,,,3.0,0.0,,a
Yaourt chèvre nature,322.0,4.2,4.9,3.4,4.1,0.09,0.036,,4.2,,,,,0.143,,,1.0,0.0,0.0,c
Total 0%,226.1,3.0,0.0,0.0,10.3,0.1,0.04,0.0,3.0,,,,,,,,1.0,0.0,0.0,a
Mais klein,325.3,5.2,1.8,0.4,2.9,0.28,0.028,2.8,11.0,,,,,,,,3.0,0.0,0.0,b
Cereal mix 0% azúcares añadidos,1576.0,17.1,2.7,0.7,9.4,0.0,0.0,5.6,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,c
Lentilles façon petit salé,568.0,0.6,2.3,0.3,8.0,0.65,0.26,7.2,17.0,,,,,,,,4.0,1.0,0.0,b
Tortillas sans gluten,1125.4,2.3,1.5,0.6,1.9,1.17,0.468,3.9,59.2,,,,,,,,4.0,3.0,0.0,c
Muesli 50% frutas y frutos secos,1542.0,26.0,9.3,5.1,6.8,0.11,0.044,7.8,60.0,,,,,,,,3.0,1.0,0.0,c
Coconut And Rice Milk,80.9,1.9,0.9,0.9,0.0,0.295,0.118,,2.8,,,,,,,,4.0,3.0,0.0,c
Fanta orange 1.5l,203.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,,,,,,,,3.0,1.0,0.0,e
Pesto verde,1895.5,4.5,42.0,5.9,5.1,1.7,1.377,2.1,14.0,,,,,,,,4.0,3.0,0.0,e
Fermented Coconut Yoghurt Alternative,502.0,1.6,10.0,9.0,1.2,0.04,0.016,1.0,5.9,,,,,,,0.221,4.0,1.0,0.0,e
Biscottes Aixoises,1685.2,5.0,6.0,0.9,12.0,1.12,0.448,4.4,72.0,,,,,,,,4.0,2.0,0.0,c
Räuchertofu Mandel-Sesam,829.0,0.5,12.0,1.9,19.0,1.7,0.68,,1.5,,,,,,,,3.0,0.0,0.0,c
Jben chergui *2,790.0,0.1,16.0,11.2,8.4,0.6,0.24,,2.8,,,,,,,,4.0,0.0,,d
Kiri carré 12p,952.5,2.0,20.0,13.0,9.0,1.6,0.64,0.0,3.5,0.0,0.0,,,0.53,0.0,0.0,,0.0,,d
VERMICELLES DE RIZ,589.12,0.48,0.64,0.16,2.24,0.01,0.004,0.64,30.72,,,,,,,,1.0,0.0,0.0,b
Tomato Passata,146.0,4.1,0.1,0.1,1.8,0.1,0.039,2.2,5.0,,,,,,,,1.0,0.0,0.0,a
Les craquantes blé complet,1556.1,2.8,4.3,0.5,12.0,1.0,0.4,11.0,65.0,,,,,,,,3.0,0.0,0.0,a
Confiture D'abricots extra aïcha,1065.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,,,,,,,,1.0,0.0,0.0,d
Queso feta,1147.0,0.0,23.2,16.4,16.0,2.2,0.88,0.0,1.0,,,,,,,,3.0,0.0,0.0,e
Activia,257.0,5.5,1.2,0.8,2.7,0.0,0.0,1.5,9.9,,,,,0.13,,,,0.0,,a
MULTISEED WHOLEMEAL FARMHOUSE LOAF,1136.0,4.2,7.5,1.1,12.8,0.84,0.336,7.4,34.2,,,0.0,0.0,,0.0,,4.0,1.0,0.0,a
Muesli crisp 4 noix,1989.0,18.0,20.0,2.8,10.0,0.03,0.012,7.4,60.0,,,,,,,,4.0,0.0,0.0,c
برس اب الخوخ جودة 1لتر,220.1,6.0,0.1,0.1,0.4,0.1,0.04,0.7,12.0,,,,0.028,,,,3.0,1.0,0.0,c
Falafels Pois chiches,781.0,2.0,7.5,0.6,7.5,1.2,0.48,8.7,18.0,,,,,,,,4.0,2.0,0.0,a
Pâtes coquillettes 1kg,1521.0,3.5,2.0,0.5,13.0,0.01,0.004,3.0,71.0,,,,,,,,1.0,0.0,0.0,a
Smooth,2706.66666666667,6.66666666666667,53.3333333333333,10.0,20.0,1.08333333333333,0.433333333333333,6.66666666666667,20.0,,,,,0.0666666666666667,0.00266666666666667,0.5,4.0,1.0,0.0,c
Granola Super Nutty,1682.0,9.6,14.4,2.2,10.9,0.03,0.012,14.4,50.2,,,,,,,,4.0,0.0,0.0,a
Bacon Vegetal Fumé,904.0,1.2,15.0,1.1,15.0,2.2,0.88,3.2,4.3,,,,,,,,4.0,3.0,0.0,d
Tofu fumé,685.0,0.8,10.0,1.7,16.0,0.52,0.208,3.2,1.0,,,,,,,,3.0,0.0,0.0,a
Organic Vegetable Stock Cubes,27.0,0.3,0.4,0.2,0.0,0.9,0.36,0.01,0.7,,,,,,,,3.0,0.0,0.0,unknown
Soja cuisine fluide,723.4,1.9,16.0,1.8,3.1,0.1,0.04,0.7,4.3,,,,,,,,4.0,2.0,0.0,b
Biscottes au blé complet x36 tranches de 300g,1628.0,3.5,6.0,0.6,13.0,1.1,0.44,10.0,65.0,,,,,,,,4.0,1.0,0.0,a
"Crevettes à l'indienne, lentilles corail et légumes",392.0,1.7,2.8,1.4,8.1,0.33,0.132,3.1,7.6,,,,,,0.001,,4.0,0.0,0.0,a
biscottes braisées,1560.0,3.8,5.6,0.7,14.0,0.92,0.368,14.0,59.0,,,,,,,,4.0,1.0,0.0,a
Daya mini Avocat,322.4,14.0,1.1,0.0,2.1,0.0,0.0,1.0,14.0,,,,,,,,,0.0,0.0,e
Havarti,1640.1,0.5,35.0,25.0,19.0,1.2,0.0013,,1.3,,,,,0.0,,,3.0,0.0,0.0,d
Heavenly Houmous,1126.5,0.6,21.6,1.8,6.4,0.9825,0.393,5.0,10.5,,,0.0,0.0,,0.0,,4.0,2.0,0.0,b
Salade de quinoa aux légumes,745.0,2.4,7.3,0.6,4.5,0.83,0.332,3.1,22.0,,,,,,,,4.0,0.0,0.0,c
Maïs SSA 1/2,334.0,5.2,1.9,0.5,2.9,0.4,0.16,3.8,11.0,,,,,,,,3.0,0.0,0.0,b
Disfruta Frutas Y Vitaminas Brik imp,93.0,4.3,0.1,0.0,0.2,0.01,0.0,0.3,5.0,,,3.6e-07,0.006,,,,4.0,1.0,,d
simply nutty muesli,1584.0,14.2,6.8,1.1,9.9,0.03,0.012,8.6,64.4,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Saint Agur,1493.0,0.5,33.0,23.0,16.0,2.2,0.88,,0.5,,,,,0.27,,,3.0,0.0,0.0,d
Haché Végétal et Gourmand,928.0,0.0,16.0,1.8,14.0,0.59,0.236,5.3,3.4,,,,,,0.0026,,4.0,3.0,0.0,a
Kéfir Saveur myrtille,303.0,7.7,3.1,2.0,3.1,0.12,0.048,,8.0,,,,,0.11,,,4.0,1.0,,d
Azeitonas Lidl,707.0,0.0,18.0,3.0,1.0,3.0,1.2,2.3,0.0,,,0.0,0.0,,0.0,,3.0,2.0,0.0,d
Lentilles Vapeur,489.0,0.5,0.4,0.1,8.7,0.48,0.192,6.8,16.0,,,,,,,,4.0,1.0,0.0,b
Pizzarella premium,1.0,0.0,40.0,52.0,8.0,20.0,8.0,0.0,63.0,,,,,,,,4.0,3.0,0.0,e
PET 1.25L FUZETEA PECHE HIB,73.1,4.3,0.0,0.0,0.0,0.03,0.012,0.0,4.3,,,,,,,,4.0,5.0,0.0,d
Assaisonnement aromatise au citron,4.0,0.14,0.0,0.0,0.0,0.0,0.0,,0.14,,,,,,,,,0.0,0.0,not-applicable
Huile d'olive vierge extra,3389.0,0.0,91.6,13.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,,b
Huile d\'olive vierge extra bio,3700.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,b
Tyrrell's Sweet Chilli & Red Pepper,1952.0,5.1,25.0,2.3,6.3,1.1,0.44,5.4,51.0,,,,,,,,4.0,1.0,0.0,c
Sourdough,1077.3,1.8,2.7,0.8,9.3,0.99,0.389,3.6,46.5,,,,,,,,3.0,0.0,0.0,c
Thon entier au nature,462.0,0.0,1.0,0.5,25.0,1.0,0.4,,0.0,,,,,,,,3.0,0.0,0.0,a
Thon entier au naturel Albacore,462.0,0.0,1.0,0.5,25.0,1.0,0.4,,0.0,,,,,,,,3.0,0.0,0.0,a
Thon a lhuile,610.2,0.2,2.8,2.8,29.6,0.33,0.132,0.0,0.2,,,,,,,,3.0,0.0,,a
Végétal falafels pois chiches coriandre,905.4,1.8,13.0,1.6,7.0,0.79,0.316,6.3,15.0,,,,,,,,4.0,1.0,0.0,a
Filets de tofu à la japonaise,858.0,0.3,13.0,2.0,19.0,1.38,0.551,,2.4,,,,,,,,3.0,0.0,0.0,b
Kefir Natural Fermented Yogurt,268.0,5.4,2.1,1.4,4.7,0.12,0.048,,5.4,,,,,0.905,,,1.0,0.0,0.0,b
Bebida de soja 0% azúcares,123.6,0.0,1.6,0.0,2.8,0.0,0.0,0.4,0.8,,,,,,,,3.0,0.0,0.0,b
Gazpacho Original,174.0,3.3,2.4,0.4,0.9,0.62,0.248,1.2,3.5,,,,,,,,3.0,0.0,0.0,a
Le Thaï du Plateau de l'i-san pure origine,1501.0,0.2,0.8,0.2,8.1,0.01,0.004,0.9,78.0,,,,,,,,1.0,0.0,,b
Vita Coco,2220.0,0.05,60.0,28.0,0.0,0.11,0.044,,0.05,,,,,,,,4.0,1.0,0.0,d
Ghilal,444.5,7.5,3.0,2.2,3.5,0.0,0.0,0.0,16.0,,,,,,,,4.0,0.0,0.0,c
Pipe Rigate,1521.0,3.5,2.0,0.5,13.0,0.01,0.004,3.0,71.0,,,0.0,0.0,,0.0,,,0.0,0.0,a
Cheesy fromage,,,50.0,,,,,,,,,,,,,,4.0,3.0,0.0,unknown
Le croustillant chocolat noir & fruits rouges,1822.0,14.0,14.0,3.1,10.0,0.5,0.2,10.0,62.0,,,,,,,,4.0,2.0,0.0,c
Томаты Протёртые,132.4,4.5,0.5,0.1,1.6,0.4925,0.197,,5.1,,,,,,,,3.0,0.0,0.0,c
Country Crisp Fruits & Noix,1859.0,22.0,16.0,1.9,9.6,0.05,0.02,6.1,63.0,,,,,,0.0,0.0,4.0,0.0,0.0,c
Grainéa,1607.7,13.0,1.6,0.5,8.5,0.76,0.304,5.5,80.0,,,,,,,,3.0,0.0,0.0,c
Danone veloute nature 125 g x 8,300.0,5.7,3.5,2.4,4.3,0.16,0.064,,5.7,,,,,0.151,,,1.0,0.0,0.0,b
Tasty Wholemeal Medium,930.5,4.0,1.75,0.5,10.0,0.8875,0.355,6.75,37.75,,,,,,,,4.0,3.0,0.0,a
Lben,185.299998521804,3.2999999523163,1.7000000476837,0.012000000104308,3.0,0.12999999523163,0.052,,4.1999998092651,,,,,,,,1.0,0.0,0.0,b
TIGER ROLLS WITH SOURDOUGH,1055.625,3.5,0.625,0.125,9.125,0.859375,0.34375,2.625,50.375,,,0.0,0.0,,0.0,,4.0,4.0,0.0,c
Choco crousti,1805.0,16.0,14.0,2.6,11.0,0.08,0.032,11.0,61.0,,,,,,,,4.0,2.0,,c
Épinards Branches à la Crème,286.0,1.9,3.1,2.0,3.5,0.6,0.24,1.6,5.8,,,,,,,,3.0,0.0,0.0,a
Dragon Kombucha,65.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,4.0,2.0,,d
Filets de maquereaux moutarde,754.3,0.4,14.0,3.1,13.0,0.9825,0.393,,0.9,,,,,,,,4.0,4.0,0.0,c
Couscous Moyen,1528.4,1.6,2.0,0.1,12.0,0.02,0.008,3.3,72.0,,,,,,,,,0.0,0.0,a
ColaCao Turbo Instant Cocoa Drink,1674.0,75.0,3.0,1.5,5.5,0.3,0.12,,82.0,,,,,,,,4.0,1.0,0.0,unknown
Velouté de potiron & carottes BIO,117.9,2.8,0.7,0.4,0.6,0.67,0.268,1.3,4.2,,,,,,,,3.0,0.0,0.0,b
Puy Lentils & French green lentils,624.0,1.0,1.7,0.4,11.0,0.01,0.004,5.2,19.0,,,,,,,,3.0,0.0,0.0,a
Confiture Extra de Myrtilles,1024.0,59.0,0.1,0.0,0.3,0.0,0.0,1.5,59.0,,,,,,,,4.0,1.0,0.0,d
Huile d'olive vierge extra Bouteille 1L,3700.0,0.0,100.0,14.0,0.0,0.0,0.0,,0.0,,,,,,,,2.0,0.0,0.0,b
PHILADELPHIA ORIGINAL,931.666666666667,4.33333333333333,20.6666666666667,13.6666666666667,5.33333333333333,0.7375,0.295,0.333333333333333,4.33333333333333,,,,,,,,4.0,2.0,0.0,d
Nutritional Yeast Flakes,1807.0,1.0,5.0,1.0,47.0,0.245,0.098,20.0,39.0,,,,,,,,1.0,0.0,0.0,not-applicable
Sourdough Wholemeal Ciabatta,930.208333333333,2.08333333333333,1.25,0.208333333333333,11.6666666666667,1.60416666666667,0.000770833333333333,6.45833333333333,37.2916666666667,,,,,,,,4.0,0.0,0.0,b
Kiri 7.5g protein creamy cheese with fresh yogurt greek style,0.0,0.0,18.0,0.0,7.5,0.0,0.0,,4.0,,,,,,,,4.0,3.0,,a
lurpak plant based,2805.6,0.8,75.0,19.0,0.2,1.18,0.472,,1.6,,,,,,,,2.0,0.0,,d
Levure de boulanger Briochin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,4.0,1.0,0.0,not-applicable
Lizis high protein granola nuts and seeds,1890.0,12.0,17.6,3.2,26.9,0.61,0.244,6.8,40.7,,,,,,,,4.0,0.0,0.0,c
Daya fraise sghira,338.5,15.0,1.2,0.0,2.3,0.0,0.0,,15.0,,,,,,,,4.0,0.0,0.0,e
Fakiat Barbeque,2145.0,0.5,25.0,11.2,8.0,1.1,0.44,6.2,63.6,,,,,,,,4.0,2.0,0.0,d
Extra virgin olive oil,3467.0,0.0,92.0,14.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,b
AUTHENTIC GREEK YOGURT,549.0,3.1,10.0,6.7,5.9,0.14,0.071,0.0,4.6,,,,,,,,1.0,0.0,0.0,c
Boulettes de pois chiches Patate douce Curcuma,1301.0,3.3,19.0,1.7,6.7,0.95,0.38,6.2,26.0,,,,,,,,4.0,0.0,0.0,c
Dahl,384.0,2.1,3.9,0.8,4.6,0.8,0.32,5.7,6.8,,,,,,,,3.0,0.0,0.0,a
Muesli fruits secs amandes & noisettes,1487.0,15.0,5.2,0.7,11.0,0.03,0.012,11.0,60.0,,,,,,,,3.0,0.0,0.0,a
Vegan Spread,2646.0,0.5,70.0,20.0,0.5,1.2775,0.511,,0.5,,,0.00012,,,,,4.0,1.0,0.0,d
L'Authentique Vegan,1169.0,2.8,17.0,1.5,19.0,1.1,0.44,3.8,11.0,,,,,,,,4.0,0.0,0.0,b
Peanut Butter Protein Bars,1851.0,26.8,21.9,3.9,17.4,0.38,0.152,9.6,39.3,,,,,,,,4.0,0.0,0.0,not-applicable
not milk,246.3,0.0,3.5,0.4,0.7,0.12,0.048,1.0,5.7,,,,0.0,0.12,,,4.0,2.0,0.0,c
danone 0%,202.0,0.0,0.1,0.0,3.4,0.1,0.04,,8.1,,,,,0.134,,,,,,b
Chocolat au lait du Pays Alpin,2244.9,55.0,31.0,19.0,6.5,0.275,0.11,2.3,57.0,,,,,,,,4.0,1.0,0.0,e
Galettes de Sarrasin préparées en Bretagne,715.0,0.5,1.6,0.3,5.8,1.3,0.52,3.8,31.0,,,,,,,,3.0,0.0,0.0,c
"Fromage frais nature 3,2% 4x100g",307.0,3.3,3.2,2.3,7.2,0.09,0.036,0.0,3.9,,,,,,,,3.0,0.0,0.0,a
"Aiguillettes de poulet à la moutarde et au citron, écrasée de pommes de terre et carottes",333.0,1.9,2.6,1.0,6.9,0.19,0.076,1.6,6.2,,,,,,,,4.0,1.0,0.0,a
Maille Mini Cornichons Petits Croquants Bocal 210g,58.0,0.7,0.5,0.1,0.6,2.3,0.92,0.5,2.0,,,,,,,,4.0,0.0,0.0,c
Brassé abricot mchmach,448.0,16.0,2.8,1.6,3.5,0.12,0.048,,18.0,,,,,,,,,,,c
Kiri carré 24p,950.0,2.0,20.0,13.0,9.0,1.6,0.64,,3.5,,,,,,,,4.0,4.0,,d
Tofu à la Japonaise,853.0,0.5,13.0,2.0,19.0,1.4,0.56,,2.4,,,,,,,,3.0,0.0,,b
Smooth,2480.0,6.66666666666667,53.3333333333333,10.0,0.0,1.0,0.4,6.66666666666667,26.6666666666667,,,0.0,0.0,0.0666666666666667,0.00133333333333333,0.5,4.0,1.0,0.0,c
Tartines au seigle et graines de sésame,1564.0,1.6,6.2,1.0,11.0,1.3,0.52,14.0,61.0,,,,,,,,3.0,0.0,0.0,b
Couscous légumes du soleil,621.0,3.0,3.3,0.5,4.0,0.66,0.264,2.8,24.0,,,,,,,,3.0,0.0,0.0,c
Irish Organic Jumbo Oats,1575.0,1.0,5.75,0.5,11.25,0.0125,0.004,8.25,65.0,,,,,,,,1.0,0.0,0.0,a
Brassé Ananas,448.0,16.0,2.8,1.6,3.5,0.12,0.048,,18.0,,,,,,,,3.0,0.0,0.0,c
Country crisp miel & noix,1909.0,21.8,18.0,2.0,9.4,0.03,0.012,5.5,61.1,,,,,,0.0025,,4.0,0.0,0.0,c
Special K Granola con avena Dark chocolate,1968.0,13.0,17.0,4.0,9.3,0.01,0.004,9.5,65.0,,,0.0,0.0,,0.0,,4.0,1.0,0.0,c
ProActiv Original,1296.0,0.5,35.0,7.6,0.05,0.3,0.12,,0.5,,,0.000125,,,,,4.0,1.0,0.0,c
Glaces Amande,1384.0,28.0,20.0,13.0,4.6,0.14,0.056,,32.0,,,0.0,0.0,,0.0,,4.0,6.0,0.0,e
terrine forestière,969.9,1.9,19.0,12.0,4.1,1.0,0.4,3.4,10.0,,,,,,,,4.0,1.0,0.0,d
"Danone fromage blanc 3,2% de mg 825 x 1",316.0,3.9,3.2,2.2,7.7,0.09,0.036,0.0,3.9,,,,,,,,3.0,0.0,0.0,a
Pom'Potes (Pomme/Poire),243.8,10.0,0.5,0.2,0.5,0.01,0.004,1.6,12.0,,,,,,,,1.0,1.0,0.0,a
La Faisselle,316.0,4.5,4.5,2.9,4.3,0.16,0.064,0.0,4.5,,,,,,,,3.0,0.0,0.0,b
Yaourt à la grecque nature,442.0,3.3,8.9,5.8,3.3,0.1,0.04,0.0,3.3,,,,,,,,4.0,0.0,0.0,c
BRITISH PORRIDGE OATS,1575.0,1.0,8.0,1.5,11.0,0.0,0.0075,9.0,60.0,,,,,,0.00425,0.4,1.0,0.0,0.0,a
Greek White panetto,1276.0,0.0,29.0,26.0,0.0,1.7,0.68,,11.0,,,0.0,0.0,,0.0,,4.0,1.0,0.0,e
Tartine p'tit dej nature ssa 410 gr,1173.0,6.3,4.4,0.5,9.6,1.0,0.4,3.9,48.0,,,,,,,,4.0,0.0,0.0,c
Crunchy Peanut Butter,2517.8,5.3,47.0,6.3,26.0,0.02,0.008,8.1,16.0,,,,,,,,1.0,0.0,0.0,a
Mozzarella Especial pizza,1283.9,0.1,22.8,15.4,23.3,1.0,0.382,0.0,2.6,,,,,,,,3.0,0.0,0.0,d
Original Toastie Soft & Sliced White Loaf,1035.9,3.0,2.0,0.5,9.1,0.98,0.386,2.3,46.4,,,,,,,,4.0,4.0,0.0,c
Mandel Vanille Geschmack,126.0,3.8,1.1,0.1,0.4,0.14,0.056,1.3,3.8,,,,,0.12,,,4.0,3.0,0.0,c
Yogo,0.0,,,,,,,,,,,,,,,,4.0,0.0,,unknown
Margarina 100% vegetal,2220.0,0.5,60.0,16.0,0.5,0.4,0.16,,0.5,,,0.0008,,,,,4.0,4.0,0.0,c
Organic Wholeblend Piadina,1279.06666666667,1.06666666666667,8.53333333333333,1.73333333333333,7.86666666666667,1.57333333333333,0.629333333333333,4.53333333333333,46.6666666666667,,,,,,,,3.0,0.0,0.0,c
Skyr Noix de Coco,338.7,9.6,0.7,0.7,8.3,0.13,0.052,,10.1,,,,,,,,4.0,2.0,0.0,a
"Tendres carrés de blé - oignons, pomme de terre, emmental",949.0,2.3,9.3,2.2,14.0,0.9,0.36,3.3,20.0,,,,,,,,4.0,0.0,0.0,b
"Tofu cuisiné tomate, Mozzarella et basilic",832.0,1.9,12.0,2.4,14.0,0.9,0.36,5.6,6.2,,,,,,,,3.0,0.0,,a
Pâtes coquillettes 500g,1521.0,3.5,2.0,0.5,13.0,0.01,0.004,3.0,71.0,,,,,,,,1.0,0.0,0.0,a
Coeur de burger - Texas BBQ,937.0,3.0,11.0,1.2,17.0,1.5,0.6,4.6,12.0,,,,,,,,4.0,0.0,0.0,b
wholegrain wheat bixies,1529.6,3.0,2.3,0.5,12.7,0.000575,0.00023,9.5,67.8,,,,,,0.0161,,3.0,0.0,0.0,a
Les Galettes Boulgour - Roquefort & Figues,966.0,5.0,7.6,1.8,8.0,0.95,0.38,4.9,30.0,,,,,,,,4.0,0.0,0.0,c
Original Seeded Batch,1231.0,2.6,8.9,1.3,10.6,0.95,0.38,6.0,39.7,,,0.0,0.0,,0.0,,4.0,5.0,0.0,b
organic greek yogurt,250.0,1.76470588235294,0.0,0.0,10.5882352941176,0.0882352941176471,0.0352941176470588,0.0,4.11764705882353,0.0,0.00588235294117647,,,0.111764705882353,0.0,0.111764705882353,1.0,0.0,0.0,a
daya fraise 330g,314.4,14.0,1.1,0.0,2.1,0.0,0.0,,14.0,,,,,,,,3.0,0.0,0.0,e
Hipro fruit citron,225.0,3.3,0.1,0.1,9.3,0.09,0.036,,3.7,,,,,0.099,,,4.0,7.0,0.0,a
Ancient Grains Probiotic Granola,2052.72727272727,16.3636363636364,16.3636363636364,2.72727272727273,9.09090909090909,1.09090909090909,0.245454545454545,10.9090909090909,70.9090909090909,,,,,0.0545454545454545,0.00345454545454545,0.272727272727273,4.0,1.0,0.0,d
Bitesize Shredded Wheat,1551.0,0.7,2.2,0.5,11.8,0.05,0.02,12.5,68.7,,,0.0,0.0,,0.0,,1.0,0.0,0.0,a
Amora Croq'Vert Cornichons Extra-Fins aux Épices & Aromates 210g,93.0,0.5,0.5,0.1,1.2,2.4,0.96,2.7,0.5,,,,,,,,4.0,0.0,0.0,c
Amora Croq'Vert Cornichons Extra-Fins Bocal 370g,59.0,0.7,0.5,0.1,0.7,2.1,0.84,2.7,2.2,,,,,,,,4.0,0.0,0.0,c
Fromage a tartiner,1189.0,2.8,27.2,19.0,6.8,1.0,0.4,0.0,3.5,,,,,,,,4.0,1.0,0.0,d
Galettes de Maïs,2048.0,30.0,22.0,13.0,6.6,0.11,0.044,2.1,65.0,,,,,,,,4.0,1.0,0.0,e
Lentilles Carottes,444.3,1.1,1.6,0.2,7.3,0.49,0.196,5.0,13.0,,,,,,,,3.0,0.0,0.0,a
Tarti'Bon Nature,1039.0,3.0,25.0,16.0,4.5,1.0,0.4,0.0,3.0,,,,,,,,3.0,0.0,0.0,d
Crunchy Peanut Butter,2502.0,5.4,49.0,6.1,27.0,0.52,0.208,7.5,10.0,,,,,,,,3.0,0.0,0.0,a
Dessert végétal citron vert,311.7,10.1,2.0,0.3,3.6,0.21,0.084,0.6,10.1,,,,,0.12,,,4.0,5.0,0.0,c
Crackers,1878.0,5.2,12.0,7.1,3.3,1.6,0.64,4.4,79.0,,,,,,,,4.0,8.0,0.0,d
Ghilal khokh mchmach,294.0,9.3,0.7,0.5,1.5,0.0,0.0,,14.0,,,,,0.057,,,,,,b
Skyr nature au lait de brebis,325.0,3.0,2.5,2.0,9.2,0.14,0.056,,4.5,,,,,0.000307,,,1.0,0.0,0.0,a
Goûters fourrés à la framboise,1907.0,28.0,17.0,2.4,6.7,0.42,0.168,4.5,66.0,,,,,,,,4.0,4.0,0.0,d
Comté 15 mois,1750.0,0.0,35.0,23.0,27.0,0.9,0.36,,0.0,,,,,0.993,,,3.0,0.0,0.0,d
Le Fouetté de brebis,1432.0,2.2,34.0,23.0,6.1,0.6,0.24,,5.1,,,,,,,,3.0,0.0,,d
Olives vertes Dénoyautées,640.0,0.0,16.0,2.3,1.3,2.7,1.08,3.6,1.3,,,,,,,,3.0,2.0,0.0,d
Filets de maquereaux aux vin blanc et aux aromates,636.5,0.4,11.0,3.0,13.0,0.9825,0.393,,0.5,,,,,,,,4.0,0.0,0.0,b
White Sourdough,1024.0,2.7,2.7,0.3,8.0,0.79,0.316,5.2,44.0,,,,,,,,3.0,0.0,0.0,b
